Item_Iden,Item_Weig,Item_Fat_,Item_Visib,Item_Type,Item_MRP,Outlet_Ide,Outlet_Est,Outlet_Siz,Lo_Outlet_,Typ_Item_O,Item_Sales
FDA04,12.725651819301762,reg,0.16058693249704126,Starchy Foods,277.4393812774753,OUT021,2002,Medium,Rural,Supermarket,1419.2241030070807
DRC05,15.362202790298033,Low Fat,0.05040508790829309,Others,130.13490700174134,OUT051,2002,High,Tier 1,DCO,377.0411464709916
FDA02,14.13356975470537,LF,0.029508882565856705,Frozen Foods,3.2798745876982753,OUT040,2000,High,Tier 1,Supermarket,113.01618790006268
DRC11,6.723610445847817,LF ,0.12508516790329421,Frozen Foods,98.97232438465672,OUT035,1996,High,Tier 1,Shopping Complex,469.78387045087527
FDX14,11.6311850348291,low fat,0.04425560804922482,Seafood,130.73890486872457,OUT046,2001,Medium,Tier 3,Shopping Complex,465.5324887764415
FDA12,14.421424250034653,Low Fat,0.13965390273050124,Household,183.3326996442903,OUT053,1995,Medium,Tier 2,Hypermarket,1075.0889726899595
FDN07,12.925353359823752,reg,0.09345538114998267,Soft Drinks,146.10076823448108,OUT011,1995,Medium,Tier 3,Grocery Store,667.7125403853267
FDN03,14.364178526656218,Low Fat,0.11014901249485014,Meat,97.03237450772124,OUT032,1992,Small,,DCO,595.7332105738233
FDX05,12.314327145227063,reg,0.11553110896830768,Meat,164.74766940206567,OUT012,1998,High,Tier 2,Shopping Complex,
FDA12,12.487086919804296,low fat,0.022408572559068245,Frozen Foods,121.7760001752408,OUT056,1996,Medium,Rural,Grocery Store,172.69332665942164
FDN04,12.348413479008494,No Fat,0.04761379583935942,Meat,66.71348274416106,OUT026,2002,Medium,Rural,Shopping Complex,1596.1356276695235
FDN04,9.464821421253289,No Fat,0.20968394976707663,Dairy,193.558591083978,OUT008,1999,Medium ,Tier 3,Shopping Complex,827.2300847476868
FDA20,18.72255579426374,LF,0.04281694433429456,Meat,195.06826824097567,OUT035,2007,High,Rural,Hypermarket,1015.916881430351
DRC12,9.238267653717903,Regular,0.03242094528359348,Health and Hygiene,239.34848946569315,OUT051,1996,High,Tier 1,Hypermarket,97.86267164179026
FDX10,11.351359094159513,low fat,0.09849262586930435,Vegetables,266.2862562494636,OUT003,1998,Very High,Tier 1,Shopping Complex,1746.948396595572
FDX06,13.257153508410623,No Fat,0.12033542072330335,Meat,44.858943259975646,OUT040,2002,Very High,Tier 1,Grocery Store,356.55886744857725
FDX07,5.4692877486397675,No Fat,-0.022596967435276276,Fruits and Veggies,125.5486295456945,OUT013,2002,Very High,Tier 3,DCO,548.4077002271529
FDA10,5.419006162590525,reg,0.05686218256845088,Baking Goods,201.43499887200616,OUT001,1998,Medium,Tier 2,,1110.048743121854
FDX10,13.653402433291806,Regular,0.04803228304365658,Meat,141.678515385078,OUT033,1992,,Tier 3,Supermarket,912.3964471559716
FDN17,16.192538934627105,Regular,0.042291129592425,Frozen Foods,65.40117509413938,OUT038,2004,High,Tier 2,Hypermarket,346.96757166647086
FDA03,7.727608269916744,Regular,0.0502011436904403,Seafood,64.39850168566035,OUT033,1992,Mega,Tier 3,DCO,251.5887732603386
FDN02,5.3855031471702794,reg,0.1279866665564037,Breads,175.96765849790532,OUT031,1994,High,,Hypermarket,513.7181574426727
FDA02,14.724766407836352,No Fat,0.07220336738606126,Meat,92.76058611159625,OUT049,1996,Medium,Tier 2,Shopping Complex,902.6737314601664
FDX04,15.508742274623781,No Fat,0.06652279054903235,Soft Drinks,167.29074225782455,OUT059,2007,High,Tier 2,Shopping Complex,671.815628572688
DRC06,16.21604476688334,LF,0.02647758739752018,Canned,226.49048824361324,OUT036,2005,Medium,Tier 3,Hypermarket,1354.4339209336308
FDN11,18.625915448578755,low fat,0.18744353895916582,Vegetables,107.5116120187763,OUT044,2007,High,Tier 1,Grocery Store,524.7926706299955
DRC06,12.743957455495499,No Fat,0.04483209121166233,Snack Foods,77.84340384214524,OUT003,2001, Small ,Tir 3,Shopping Complex,136.89686577621552
FDN01,20.566858572751052,Regular,0.28935313975320687,Frozen Foods,173.80876099812144,OUT042,1999,V. High,Rural,Shopping Complex,788.8837328728957
FDN01,15.126089991036366,Regular,0.06197075844324471,Meat,195.62089549869557,OUT020,2003,Medium,THIRD TIER,Hypermarket,1826.9819409098327
FDN14,18.011221326809803,Regular,0.09295224180650194,Canned,139.91619289673585,OUT022,1991,High,Tier 3,Shopping Complex,629.410274768156
FDN03,7.814987563586951,LF,0.14711152439797112,Canned,88.20546022402277,OUT004,1990,Small,Tier 1,Hypermarket,662.7795334488252
FDX16,12.786092605584331,No Fat,0.0839010963264841,Meat,196.08130892537923,OUT046,1994,Medium,Rural,Grocery Store,873.3752309730628
FDX16,12.187851687451927,low fat,0.033594104617644345,Meat,176.03142151580985,OUT031,2005,High,Tier 2,Grocery Store,1366.034913666439
DRC02,3.5,low fat,0.037906707193996414,Breakfast,64.2978934972048,OUT002,2003,Small,Tier 2,Supermarket,350.95516935231905
FDN10,18.170733927006395,reg,0.041758475405327705,Others,166.6177998943143,OUT002,1995,Very High,Tier 3,Hypermarket,308.54721284978234
FDX07,18.20136655529929,low fat,0.0953957802747111,Meat,175.41800859276992,OUT040,2002, High ,Rural,DCO,1374.2017746938282
FDA23,11.306520666210131,reg,0.06713779205577833,Soft Drinks,182.99461907206606,OUT002,2004,Very High,Rural,Suprmarket,1181.4107243781255
FDN10,15.83460729649083,low fat,0.13602847541188104,Meat,237.88444395332561,OUT019,2001,Medium,Rural,Supermarket,1001.8542802993427
FDA01,9.633445301889125,LF,0.028032557839492687,Meat,136.25136675062458,OUT041,1994,Very High,Tier 1,Hypermarket,
FDN01,7.602412467190902,Regular ,0.09530917883574663,Drinks,155.55265218821177,OUT049,1999,High,Tier 2,Grocery Store,820.132667503129
FDN04,11.986418733674833,low fat,0.15395304736631268,Meat,127.58985486567015,OUT048,2005,High,tier1,Shopping Complex,1489.7915308178726
FDX13,14.886233052337792,LF,0.0701091617967106,Meat,177.12427190730716,OUT059,1997,Very High,Tier 1,Supermarket,995.5338002324067
FDA21,15.460857717039215,LF,0.06814879271633992,Hard Drinks,87.99085946834742,OUT054,2002,Very High,Rural,DCO,60.0
FDA17,13.661924195563687,reg,0.0520343457978888,Seafood,102.048082470252,OUT044,1990,High,Rural,,60.0
FDA20,17.64699359006562,No Fat,,Breakfast,158.80835866134214,OUT028,1999,High,Tier_2,Shopping Complex,462.065834732269
FDN05,15.134888093241894,reg,0.03135378969993407,Meat,80.23504287542497,OUT008,1997,Medium,Tier 3,DCO,
FDA05,12.78083965181342,reg,0.07147633827728424,Drinks,72.91125154928302,OUT046,1996,Medium,Tier 2,Shopping Complex,715.1939830368904
FDA13,18.180035206947714,LF,0.04298025289291311,Dairy,130.40323112175614,OUT057,1990,Very High,Tier 2,Shopping Complex,1352.5055205490994
FDA14,12.562881442090772,reg,0.1081269391156367,Soft Drinks,253.6348458966061,OUT047,2000,Medium,Rural,Hypermarket,793.8538794872892
FDA12,12.629912910008748,low fat,0.1191905720677881,Breads,146.5414918580645,OUT054,2004,Very High,Tier 3,Hypermarket,346.8051329918065
FDA04,14.50854490835739,No Fat,0.024202967704037254,Meat,234.77941676921785,OUT049,2000,Medium,Tier 1,DCO,1267.0929982675912
DRC02,11.289522208736694,LF,0.07864317474230655,Baking Goods,136.51988384384882,OUT022,1995,High,Rural,Shopping Complex,699.1757653043768
DRC11,9.827866927855894, NoFat ,0.034791970636481394,Others,222.5963712258133,OUT034,2007,High,Tier 2,DCO,703.7639212510644
FDN14,12.266850396737631,LF,0.023807992328564273,Meat,144.3070596557026,OUT003,2005,Small,Tier 2 ,Shopping Complex,976.0213002822447
FDN02,19.45749180914237,NoFat,0.06053976935686108,Drinks,181.1581272735027,OUT014,2004,Small,Tier 3,DCO,949.4776053740687
DRC04,16.433549458994122,LF,0.06904561672698373,Meat,158.12775972667765,OUT029,1998,Medium,Tier 1,DCO,1035.3639180378468
FDN19,9.292620991060623,LF,0.10721566263674444,Health and Hygiene,91.27754777783184,OUT041,1992,Medium,Tier 1,Shopping Complex,1167.789077648796
FDN08,11.207926942837362,LF,0.054878673350903406,Meat,125.4172614619705,OUT048,2002,Very High,Tier 3,Grocery Store,561.1655990129693
FDA18,9.972280683261639,reg,0.05212997050858381,Others,159.23120577755495,OUT002,2007,High,Rural,Hyper Mkt,60.0
FDX06,11.627920380879154,Low Fat,0.054981641727252055,Meat,124.14856950116194,OUT014,2001,Very High,Tier 1,DCO,1225.3690509925623
FDA09,11.025015414543924,Regular,0.03774739949461604,Breads,199.65189032367272,OUT037,1998,High,Tier 2,Grocery Store,790.6019692626454
FDA16,10.052417483497825,Regular,0.07161534801743151,Meat,153.59464987099977,OUT039,1995,Medium,Tier 1,Shopping Complex,60.0
DRC06,7.73638002227443,reg,0.15671479594447899,Hard Drinks,124.74650705379702,OUT053,1996,Very High,Rural,Shopping Complex,1272.3941954268562
FDX08,11.341888228193978,No Fat,0.12157906440812223,Others,196.85876602422223,OUT007,1990,Medium,Tier 3,Supermarket,711.9803398247202
FDA12,18.22695824730663,Regular,0.28638863497819433,Household,117.00652716069104,OUT033,2003,High,Tier 2,DCO,1652.4560025991252
FDX08,21.400494730114254,LF,0.0237314536253254,Breads,185.75321449976678,OUT020,2003,Mid-Size,Tier 1,Shopping Complex,1248.44637301402
FDN17,13.437380394231392,LF,0.22337845862688227,Vegetables,66.25007085836361,OUT025,2001,Very High,Tier 1,Grocery Store,116.25688071725978
DRC08,15.194095031693916,Low Fat,0.03520393973757316,Hard Drinks,161.1497889602735,OUT012,2002,Medium,Rural,GroceryStore,1482.7424334033753
DRC11,13.207668792612084,L.F.,0.05612444603432618,Breakfast,213.79220538645512,OUT001,2007,Tiny,Tier 3,Hypermarket,960.0505637388383
FDA07,,Regular,0.03711611164202621,Starchy Foods,200.93487062013168,OUT002,1991,Small,Tier 2,Supermarket,787.713351215264
FDA10,7.20196536283851,LF,0.16649567654811598,Meat,134.98919093419119,OUT051,2004,High,Rural,Supermarket,996.4278059222605
FDX16,10.326679869500111,L.F.,0.0993859526515387,Meat,100.40576184597484,OUT031,2004,Very High,Tier 2,Shopping Complex,1016.2995695173021
FDA10,12.1182638131579,Regular,0.041698778918215856,Meat,163.92179973352984,OUT046,1994,High,Tier 3,Supermarket,272.99330014416137
DRC02,15.348682225665877,low fat,0.08259555118388356,Meat,205.52998642738208,OUT022,2001,Medium,Tier 3,Shopping Complex,1414.9473982753564
FDA16,14.438880943044,LF,0.15602788688837751,Dairy,178.89070545061483,OUT022,1995,Small,Tier 3,Shopping Complex,1135.6233969166583
FDX01,11.27669664718268,No Fat,0.032841054170058274,Fruits and Veggies,212.22419526237775,OUT015,2001,Small ,Tier 1,DCO,1166.9155624732673
FDA22,20.924426439113958,low fat,0.048794752787601016,Household,220.03423404201186,OUT025,1991,Very High,Countryside,Big Box Store,1801.4415155285644
FDN02,12.060879066797767,reg,,Snack Foods,173.71797766867638,OUT040,2007,Small,Tier 3, Supermarket ,1186.861949923908
FDX06,18.362053593460843,low fat,0.03139585112595273,Drinks,161.4325763461531,OUT014,1997,small ,Tier-1,Hypermarket,1220.51803699205
FDA09,14.47620465631144,No Fat,0.049516823675319246,Canned,203.88793695849137,OUT040,2005,Medium,Rural,Shopping Complex,1692.1694779818129
DRC14,4.811320983127658,reg,0.1009101034375386,Meat,124.22596056739354,OUT012,1991,Small,Tier 3,Grocery Store,726.9006375217147
FDN11,16.82884676637776,No Fat ,0.07833369728053419,Breakfast,149.30321554917634,OUT050,2006,Medium,Tier 2,Hypermarket,1136.0601806769207
FDX17,19.16905213657102,Low Fat,0.0763890436607451,Others,155.59623772447935,OUT036,2005,High,Tier 1,DCO,224.08181097636168
FDA21,12.163728952883368,Regular,0.023923417639794275,Soft Drinks,174.82778420690676,OUT019,1997,High,Tier 3,Hypermarket,1969.7466588080322
DRC05,11.718867892583203,reg,0.16663902346765738,Starchy Foods,135.61817196469414,OUT011,2005,High,Tier 2,Grocery Store,742.1899095522501
FDX14,10.378174009407006,Low Fat,0.050630902061277135,Meat,37.22593967216548,OUT035,2003,Very High,Tier 1,DCO,601.6496588304067
FDX07,19.185939566778618,reg,0.06481514784895816,Others,135.39917255747554,OUT047,1991,Very High,Tier 1,Hypermarket,1804.4319050995487
FDN01,16.398299281643688,low fat,0.10236298442745159,Breakfast,206.759532481394,OUT040,2003,Small,Tier 2,DCO,1743.200131225397
DRC02,3.569514431589351,No Fat,0.18769748954718254,Meat,605.8124522447731,OUT007,2005,Very High,Rural,Shopping Complex,716.2322315794797
FDX02,18.74858950878912,LF,0.12969348466098288,Meat,170.03662834517775,OUT034,1998,Very High,Tier 3,Grocery Store,838.9709622354384
FDN04,6.789317387436303,low fat,0.045100749660493565,Dairy,181.61283040516506,OUT030,1991,High,Rural,DCO,557.856355606653
FDA15,14.182617487443395,reg,0.122211429592278,Meat,96.9637600735796,OUT034,1990,High,Tier 1,Grocery Store,60.0
FDN13,9.144945807910489,No Fat,0.014520192157197463,Meat,151.34001201008675,OUT054,2000,Very High,Tier 3,Shopping Complex,484.1441349564565
FDA14,19.691154180830374,No Fat,0.11127658655574987,Meat,144.07109546084402,OUT025,1992,Very High,Tier 3,Supermarket,989.2771798012495
DRC02,15.19742146655003,No Fat,0.08711265732589094,Meat,171.69707139364067,OUT001,2004,small ,Rural,Shopping Complex,854.2809633952693
FDA14,10.656304610821717,Low Fat,,Household,114.90878635915288,OUT025,1993,,Tier 2,Supermarket,237.40084132203646
FDN17,16.140564376326118,reg,0.10722303923796868,Baking Goods,198.51818183511304,OUT003,1999,Very High,Rural ,Grocery Store,597.2311512701173
FDX08,12.740890579449118,Low Fat,0.057486425503736116,Snack Foods,134.0342265422121,OUT010,1999,Medium,Rural,DCO,622.9842505147064
FDX02,11.085074095667608,Regular ,0.03127359550486887,Soft Drinks,251.82993543035394,OUT024,1997,Very High,Rural,Shopping Complex ,1698.4723748943711
FDA04,11.033421990980473,Regular,0.029372814489650335,Soft Drinks,209.60774578776736,OUT024,2002,Very High,Tier 2,Grocery Store,1177.8418953568605
FDA10,17.129357439443577,No Fat,0.1142498469030143,Dairy,152.06643824212895,OUT029,2002,Very High,Rural,Supermarket,616.7292772239028
FDA02,19.25669776721186,low fat,0.2392504486638361,Frozen Foods,136.5990514118516,OUT042,2004,Med,Tier 3,Supermarket,1017.9483387954574
DRC05,15.879354564955575,reg,0.1468824412982358,Others,118.06674093297686,OUT002,2001,V. High,Tier 1,Shopping Complex,512.8490699152056
FDA10,8.101062044187916,low fat,0.0811536239437875,Meat,130.9026271054667,OUT036,1993,Medium,Tier 3,Grocery Store,786.8287193245335
FDN16,7.682600216243475,LF,0.09111771647837763,Meat,25.78071678869989,OUT027,1992,Med,Tier 1,Supermarket,60.0
DRC13,8.499583141324646,low fat,0.07307787324699873,Household,162.23470595529903,OUT012,2000,High,Tier 3,Grocery Store,1471.9669065612302
FDA01,14.637173540265026,Regular,0.06322719087336369,Meat,191.0345216844105,OUT017,1996,Small,Tier 2,Supermarket,1125.2626353797027
FDA05,11.371098278199335,LF,0.0861968216519931,Soft Drinks,79.8274069214161,OUT026,2004,Medium,Tier 3,Supermarket,758.1942729444793
FDN02,18.134092902914592, No Fat ,0.06547718191012819,Starchy Foods,173.41046251186427,OUT029,1993,Very High,Tier 1,Shopping Complex,798.6709613558842
FDX09,11.338376819376958,No Fat,0.04768206736502413,Meat,182.1589413376652,OUT006,1996,Small ,Tier_2,Supermarket,944.0048152157825
FDX01,15.90261221932494,Regular,0.10923235485756883,Meat,160.71901617234093,OUT023,1990,Very High,Tier 3,Supermarket,935.8912660857903
DRC10,12.015691253403945,No Fat,0.35,Meat,191.69335195137717,OUT021,1990,Medium,Rural,Hypermarket,1801.2687894492508
FDA02,17.022021776997924,Regular,0.11872272355566682,Snack Foods,153.5148492481403,OUT019,1997,High,Tier 3,DCO,1279.4689918151907
FDA05,8.581171388199675,Low Fat,0.040133638499015675,Health and Hygiene,91.25206846099493,OUT044,1999,Medium,Tier 2,Hypermarket,720.2368708137087
FDX16,11.60768538721225,reg,0.15891646799121542,Fruits and Veggies,101.7480667252687,OUT051,2006,Medium,Tier 1,DCO,676.3424970172056
FDN14,10.862716511649454,No Fat,0.20748667381330121,Starchy Foods,25.0,OUT009,1996,Very High,Tier 2,Hypermarket,465.77774458028574
FDA02,14.910873710647799,Low Fat,0.05789912002713854,Meat,170.96075924358507,OUT041,1998,Small,Tier 3,Grocery Store,422.7680425516332
FDX07,18.15567058441834,No Fat,0.1005851950161153,Soft Drinks,148.65079381450178,OUT019,2002,High,Rural,Supermarket,906.5179071901217
FDN01,10.210649954224245,reg,0.01481263868474609,Frozen Foods,145.1298228876802,OUT003,1995,High,Tier 1,Shopping Complex,324.267374000165
FDA24,16.57565320995462,Regular,0.02090213508620463,Fruits and Veggies,234.6871821832291,OUT048,1991,small ,Tier 2,Hypermarket,166.11980485693437
DRC08,5.315614573964476,LF,0.04311397796871758,Meat,203.9556820674596,OUT058,2002,Small,Tier 2,DCO,463.04009574550605
FDA22,15.256339487304974,Low Fat,1.0783343240420993,Meat,169.92702813732456,OUT050,1993,Medium,,Shopping Complex,893.5553246942759
FDA12,12.471943068332896,Regular,0.10165913480386672,Meat,152.74957238223612,OUT059,1993,High,Rural,Hypermarket,1036.304353253748
FDA16,10.387623598414216,reg,0.14368439437306865,Baking Goods,154.9397968414406,OUT042,2007,Medium,Tir 1,Grocery Store,862.406464835334
FDX06,10.83160821831242,Low Fat,0.11982443054378496,Vegetables,131.8446484269052,OUT027,1995,SML,Tier 2,DCO,190.43681994619237
FDA01,3.5,Low Fat,0.05588738012455236,Vegetables,99.99212998914058,OUT037,1998,Very High,Tier 2,Hypermarket,1155.1880985321154
DRC07,17.860987110268454,Regular,0.05084721979278452,Snack Foods,119.27877579916101,OUT046,1991,Medium,Tier 1,Supermarket,752.0215649160388
FDX09,12.886532601315288,low fat,0.17342381119397207,Seafood,25.0,OUT046,2000,Very High,Tier 3,Hypermarket,198.73992696340312
DRC04,12.587122332378069,low fat,0.08419119890966738,Meat,157.18199072628354,OUT045,2001,Very High,Tier 1,Supermarket,424.2965428977475
FDN17,6.717678962442726,low fat,0.060228417860475426,Meat,180.48360274745602,OUT013,2002,Very High,Tier 2,DCO,846.1191295208018
FDA09,15.651063350855907,LF,0.1374724188821863,Drinks,174.17185714778478,OUT049,2006,V. High,Tier 1,Hypermarket,1079.4313281512818
FDX11,9.507225989738215,reg,0.02299022040054514,Canned,159.4739379542743,OUT057,1999,Medium,Tier 2,Shopping Complex,438.2095518805298
FDX01,16.66631639907276,Low Fat,0.04198516727437105,Canned,249.2240650494076,OUT022,2005,Medium,Tier 1,Hypermarket,1282.170967022042
DRC08,19.501046803778493,reg,0.06317360760474111,Others,264.8414332801125,OUT050,1992,High,Tier 2,Grocery Store,820.2125172214681
DRC01,22.845960212265993,LF,0.054804821973036204,Meat,208.96129383420896,OUT033,2002,Medium,Rural,DCO,1943.3382039191451
FDA03,17.316667654334182,LF ,0.038477799975937546,Others,255.90761451115165,OUT038,2007,Very High,Tier 1,Hypermarket,1127.9293836749407
FDN13,,LF,0.2733071005780498,Baking Goods,183.50665489087868,OUT001,1998,High,Tier 2,DCO,2749.100926182908
DRC12,14.235352561318185,Regular,0.08706404424700122,Dairy,258.42314777761374,OUT039,1990,High,Tier 1,Hypermarket,1953.1866372202674
FDN14,13.063015517428475,LF,0.06173166700647107,Meat,138.9517440571261,OUT016,1993,Small,Tier 2 ,Shopping Complex,693.1505423811561
FDN07,19.419847455028926,reg,0.058934902057606875,Snack Foods,187.36898970296411,OUT034,1994,Small,Rural, DCO ,1071.2853748594189
FDA08,3.5,reg,0.130796031754161,Canned,183.0935099043176,OUT038,1990,Small,Rural,Supermarket,928.5768998030532
FDX08,16.851567186731803,reg,0.15001373083655764,Frozen Foods,153.9938238836306,OUT031,2006,Medium,Rural,DCO,1045.5228969408363
FDN11,14.813658193454563,LF,0.07466336443157909,Vegetables,184.50040132720667,OUT037,2001,Small,Rural,DCO,1287.5076675493017
FDA11,9.244210527769845,reg,0.025355317898402147,Vegetables,236.37920876828474,OUT004,2000,Small,Tier 3,DCO,1567.756130489055
FDN16,13.347429918517049,low fat,0.05825679543680347,Seafood,222.68575088944834,OUT013,2001,High, Rural ,Shopping Complex,1709.1968031752367
DRC10,13.838289412694294,L.F.,0.058522676981344626,Meat,144.2413948568533,OUT057,2001,HIGH,Tier 1, DCO ,1113.8865803025342
FDX10,11.7828076661567,low fat,0.03213865067293397,Meat,182.02641743354067,OUT028,1990,Very High,Tier 2,Supermarket,777.8156374459521
FDX13,,reg,0.045281913848991266,Meat,191.4860327170578,OUT039,2004,Medium,Tier 1,Hypermarket,-468.575117161268
FDX11,21.995175377696246,Low Fat,0.16483333139859543,Breakfast,198.30718693460955,OUT046,1998,Small,Rural,Hypermarket,761.7167854938382
FDX13,10.208500861364795,reg,0.025587564358197753,Seafood,71.12011030432706,OUT022,2004,High,Tier 1,Supermarket,1218.057724800225
DRC14,12.743367693672639,LF,0.05358196758636148,Meat,151.99504654075966,OUT035,2004,Very High,Tier 2,Shopping Complex,296.8773959501445
FDX07,11.817878134613558,low fat,0.022502944648301205,Vegetables,121.51881861231972,OUT018,2005,Very High,Tier 3,Big Box Store,346.8576143379573
FDN10,10.203218624774122,LF,0.1262334795722209,Meat,102.37232459654703,OUT055,1999,Small,Tier 3,DCO,-573.4683622182606
FDN11,7.576019010641101,low fat,0.08811074999883477,Meat,95.9867083954791,OUT007,1999,Very High,Rural,DCO,690.5314416726081
DRC04,13.921766218110324,LF,0.05683201892254056,Others,146.69505651222417,OUT007,1999,Small,Rural,Grocery Store,256.5970157450506
FDA07,7.854234019926906,Regular,0.05489764819680632,Hard Drinks,25.0,OUT018,1999,High,Tier 2,DCO,60.0
FDX05,8.612890210443169,Regular,0.04625735481814263,Snack Foods,53.432901285323155,OUT011,2003,High,Tier 2,Supermarket,60.0
FDN07,18.259771012912708,No Fat,0.35,Meat,129.8879067670989,OUT006,1997,High,Tier 3,Grocery Store,
FDA19,14.752749101131055,reg,0.04345168708014017,Frozen Foods,125.82513747071582,OUT010,2005,High,Tier 1,DCO,182.64432499875153
FDN13,11.131493692870038,reg,0.0716845062697716,Meat,210.57895638738432,OUT055,1994,Small,Tier 2,Shopping Complex,370.87647528970456
FDA02,13.75449434774464,LF,0.09671698584309775,Meat,162.83185531626188,OUT049,2005,Medium,Tier 1,,447.33211455401147
FDN13,9.771408603683074,LF,0.05237326484699877,Fruits and Veggies,106.21000387070075,OUT056,1998,Medium,Tier 2,DCO,644.3592173489366
FDA12,13.524492905079994,reg,0.22001382408906953,Breakfast,238.57021936462007,OUT006,1995,Small,Tier 3,Supermarket,287.64482110174004
FDA19,15.10847784284663,reg,0.16043017801976409,Household,239.3365265995153,OUT042,1994,Very High ,Tier 2,Grocery Store,966.5141517852202
DRC13,13.521305102729048,Regular,0.02943680638551283,Starchy Foods,148.3784784492044,OUT007,2004,Medium,Tier 1,Hypermarket,756.4840989887799
DRC14,13.43554316814563,Low Fat,0.06178187466417422,Vegetables,122.69035422775622,OUT055,2000,Medium,Rural,DCO,1452.0725517478481
FDX01,7.681504365118611,LF,0.050560022270131795,Breads,169.6896833403187,OUT021,2004,Mid-Size, Tier 3 ,DCO,488.09317188152846
DRC13,15.3667398164786,reg,0.12372813119574075,Meat,201.87311370012748,OUT041,2004,Very High,Tier 1,Grocery Store,765.9424897041954
FDN14,12.344579264602455,low fat,0.06597596274048556,Breads,79.03256641798897,OUT030,1996,Very High,Tier 1,DCO,1970.9151900372904
FDX03,10.295545957828342,LF,,Meat,175.96599914469982,OUT013,1991,Very High,Tier 1,DCO,386.9758290332761
FDA23,11.67168763479275,low fat,0.038078899857484264,Meat,176.93840430437714,OUT028,1998,High,Tier 3,Grocery Store,1539.4315814898666
FDA06,9.70936157451452,reg,0.07000106843005909,Meat,193.1979606995102,OUT044,1990,Small,Tier 1,Shopping Complex,1750.0091930643823
DRC08,13.416362006577105,Low Fat,0.04221239257770291,Drinks,189.5634602812534,OUT029,1991,Small,Tier 1,Grocery Store,1496.3692271559453
FDA22,11.95423506861278,LF,0.08559804240250135,Vegetables,192.3959972806734,OUT002,2006,Small,Tier 3 ,Grocery Store,950.747867610433
FDA15,4.601410578084227,reg,0.35,Meat,110.30361714120531,OUT016,1993,High,Tir 1,Supermarket,127.046018411869
FDX08,14.41071222373589,low fat ,0.04875461311964227,Health and Hygiene,135.85966828481094,OUT058,2003,Small,Rural,DCO,60.0
FDA12,13.410659532469438,Low Fat,0.07187072498594033,Starchy Foods,,OUT003,2003,Medium,Zone C,Shopping Complex,1507.6251248334506
DRC10,13.530520900304111,Regular,0.22200256029717785,Vegetables,133.88764244324523,OUT021,1993,High,Tier 2,Grocery Store,1499.4517221244487
FDA02,15.91316398170921,low fat,0.015776643090221736,Others,115.80839286434224,OUT050,2004, Very High ,Rural,Supermarket,699.333124191868
DRC08,12.03577209927385,No Fat,0.07298146712844743,Household,109.38642504134185,OUT027,1993,Very High,Rural,,6.530768124137921
FDA20,10.073228278793911,low fat,0.11338877042338051,Meat,149.8367868924032,OUT041,2000,Medium,Tier 3,Shopping Complex,661.2190120287725
DRC14,8.84649328073948,,0.1374586029168932,Others,172.47637019960368,OUT034,2001,Very High,Tier 2,Supermarket,1105.788491940149
FDX14,8.077673664987,Regular,0.07262319973329269,Soft Drinks,103.60271680032929,OUT012,1994,High,Tier 1,DCO,573.6738394562341
FDX07,9.525151313366472,No Fat,0.10320528364709226,Vegetables,144.68828568941743,OUT029,1995,High,Tier 3,Hypermarket,1515.2219681367897
DRC06,8.95375842754452,LF,0.087099713421968,Others,126.5096908531253,OUT049,1991,Small,Rural,Grocery Store,
FDA04,5.341485851985756,Low Fat,0.05107017346379652,Meat,109.1701301764376,OUT056,1993,MEDIUM,Tier 3,Dist. Center,268.871451077472
FDX03,11.649894738364084,No Fat,0.11800162766736379,Meat,131.0906853106504,OUT046,2001,Very High,Tier 1,DCO,597.3043642131257
DRC06,13.048644964303044,Low Fat,0.05540019259628754,Breakfast,116.07783873495836,OUT023,2007,High,Tier 2,Dist. Center,29.757348571350803
DRC11,21.958861036199558,NoFat,0.07758222646888951,Meat,166.82683867955467,OUT015,1999,High,Tier 3,Hypermarket,1304.7705360508426
FDX07,8.240270132499354,Low Fat,0.08616225831803007,Drinks,139.06793233334307,OUT027,1998,small ,Tier 1,DCO,877.6272759385186
FDN03,14.378775318563665,LF,0.04203513678645123,Health and Hygiene,187.45275317401718,OUT040,2007,Small,Tier 3,Grocery Store,1088.8644631629068
DRC02,12.631908556576636,low fat,0.19475684556664463,Fruits and Veggies,181.36457738231468,OUT059,2001,High,Tier 1,DCO,1501.7496556542524
FDN02,16.079619501591083,low fat,0.09736864311632455,Frozen Foods,150.82531226896933,OUT026,2004,Medium,Tier 2,Grocery Store,619.0571951321972
DRC14,10.075495747806707,reg,0.10728801501801309,Snack Foods,155.05959344452535,OUT048,2007,Medium,Tier 1,DCO,1147.152600754794
FDX12,18.49252694166613,low fat,0.048452888547987384,Dairy,81.35534042979211,OUT015,1998,Hgh,Tier 2,Supermarket,60.0
FDN18,14.723055454727664,Low Fat,0.25914528616233246,Drinks,137.76030217190302,OUT003,1995,Small,Rural,Supermarket,877.7669604585158
FDX09,17.48509492608479,low fat,,Health and Hygiene,34.78497227617268,OUT007,1999,Med, Tier 3 ,Grocery Store,60.0
DRC14,15.065967582942934,NoFat,0.08419514469183055,Health and Hygiene,75.23633559021279,OUT026,1990,Medium,Rural,Hypermarket,479.3852642660774
FDX01,,low fat,0.00992938722293634,Canned,212.51212234144475,OUT016,2000,High,Tier 3,Shopping Complex,688.6036488482077
